cache size || block size || associative || d-miss rate || i-miss rate || mem write
    1024	      16	       1	0.1335	0.0937	    1177
    1024	      16	       2	0.0647	0.1124	     570
    1024	      16	       4	0.0472	0.1188	     379
    1024	      16	       8	0.0475	0.1314	     375
    1024	      16	      64	0.0612	0.2054	     496
    1024	      64	       1	0.1378	0.0521	    1305
    1024	      64	       2	0.0750	0.0525	     746
    1024	      64	       4	0.0556	0.0566	     531
    1024	      64	       8	0.0586	0.0641	     489
    1024	      64	      16	0.0622	0.0782	     522
    2048	      16	       1	0.0445	0.0583	     315
    2048	      16	       2	0.0399	0.0747	     281
    2048	      16	       4	0.0352	0.1025	     227
    2048	      16	       8	0.0338	0.1122	     182
    2048	      16	     128	0.0373	0.2053	     195
    2048	      64	       1	0.0314	0.0353	     220
    2048	      64	       2	0.0302	0.0389	     236
    2048	      64	       4	0.0250	0.0399	     189
    2048	      64	       8	0.0180	0.0506	     108
    2048	      64	      32	0.0179	0.0812	     109
    4096	      16	       1	0.0310	0.0421	     152
    4096	      16	       2	0.0227	0.0452	      90
    4096	      16	       4	0.0183	0.0582	      62
    4096	      16	       8	0.0176	0.0781	      57
    4096	      16	     256	0.0194	0.1776	      65
    4096	      64	       1	0.0229	0.0200	     151
    4096	      64	       2	0.0136	0.0273	      63
    4096	      64	       4	0.0137	0.0378	      55
    4096	      64	       8	0.0130	0.0428	      55
    4096	      64	      64	0.0120	0.0872	      38
    8192	      16	       1	0.0229	0.0249	      77
    8192	      16	       2	0.0173	0.0288	      26
    8192	      16	       4	0.0159	0.0248	      10
    8192	      16	       8	0.0159	0.0284	       9
    8192	      16	     512	0.0201	0.0638	      64
    8192	      64	       1	0.0144	0.0116	      79
    8192	      64	       2	0.0081	0.0159	      22
    8192	      64	       4	0.0068	0.0222	      12
    8192	      64	       8	0.0064	0.0268	       5
    8192	      64	     128	0.0067	0.0599	       2
   16384	      16	       1	0.0172	0.0158	      36
   16384	      16	       2	0.0158	0.0158	      17
   16384	      16	       4	0.0150	0.0150	       2
   16384	      16	       8	0.0150	0.0105	       7
   16384	      16	    1024	0.0151	0.0091	      22
   16384	      64	       1	0.0075	0.0068	      24
   16384	      64	       2	0.0067	0.0072	      11
   16384	      64	       4	0.0061	0.0095	       0
   16384	      64	       8	0.0059	0.0083	       0
   16384	      64	     256	0.0076	0.0113	      19
